,JobTitle,Company,Location,Summary,Salary,SalaryType,City,State,Salary Lower,Salary Higher,Salary Average
709,"Bioinformatics Scientist - ""Top 10 Pharma/Biotech Firm""",CyberCoders,"Menlo Park, CA","This position is open as of 10/18/2016. Bioinformatics Scientist - ""Top 10 Pharma/Biotech Firm"" With offices spread around the world, we are a ""Top 10 Pharma/Biotech firm"" in need of a best in class Bioinformatics Scientist for our global headquarters in...","[ 75 ,  110]",Y,Menlo Park,CA,75000.0,110000.0,92500.0
710,Software Engineer,CyberCoders,"Berkeley, CA","This position is open as of 10/18/2016. Software Engineer - PowerShell/Large Data Sets Located in beautiful Berkeley, CA, we have a passion for healthcare and are singularly focused on improving our healthcare system for all stakeholders – especially pati...","[ 140 ,  200]",Y,Berkeley,CA,140000.0,200000.0,170000.0
711,Tired of your Current Job? Looking for a Change in Career? It’s TIME to THINK OUTSIDE the CUBICLE!,,"Oakland, CA",Are you tired of being stuck behind your desk and not experiencing any growth? Is your desk stopping you from living your biggest dreams and aspirations? A great businessman once said “the only thing that is standing between your goals and your dreams is...,"[ 40 ,  70]",Y,Oakland,CA,40000.0,70000.0,55000.0
712,Customer Service - Paid training -Start ASAP,,"Richmond, CA",IMMEDIATE HIRE - NO EXPERIENCE NECESSARY - FULL TIME POSITIONS ENTRY LEVEL POSITIONS IN: ENTRY LEVEL MARKETING / CUSTOMER SERVICE - RAPID ADVANCEMENT IN OUR NEW OFFICE! We provide aggressive marketing and advertising campaigns for national accounts in the...,"[ 40 ,  50]",Y,Richmond,CA,40000.0,50000.0,45000.0
713,"Apply Today, Start Tomorrow! Entry Level Sales & Customer Service Rep - Advancement Opportunities",,"Richmond, CA","Apply Today, Start Tomorrow! Entry Level Sales & Customer Service Rep - Management Opportunity Are you looking for a career that gets you EXCITED to come to work everyday? Are you looking for a CAREER rather than just a job? Welcome to our Firm, where NO...","[ 40 ,  50]",Y,Richmond,CA,40000.0,50000.0,45000.0
714,"Sr. Data Infrastructure Engineer- VC Backed, Healthcare Startup!",CyberCoders,"San Francisco, CA","This position is open as of 10/18/2016. Data Infrastructure Engineer- Well Funded, Healthcare Start-Up! If you are a Data Infrastructure Engineer with 3+ years of experience and comfortable using Machine Learning and the latested in data analytics to buil...","[ 100 ,  150]",Y,San Francisco,CA,100000.0,150000.0,125000.0
715,Research Engineer,CyberCoders,"San Mateo, CA","This position is open as of 10/18/2016. Research Engineer - Python, Machine Learning, If you are a Research Engineer with experience, please read on! We are looking for motivated self-starters and extremely fast learners with top notch problem solving and...","[ 80 ,  140]",Y,San Mateo,CA,80000.0,140000.0,110000.0
716,Director of Engineering,CyberCoders,"Palo Alto, CA","This position is open as of 10/18/2016. Director of Engineering- Java/Scala, NLP, Data Science If you are a Director of Engineering with experience, please read on! Job Title: Director of Engineering Location: Palo Alto, CA Salary: $150-185k+ Equity optio...","[ 150 ,  200]",Y,Palo Alto,CA,150000.0,200000.0,175000.0
717,Director of Analytics,CyberCoders,"San Francisco, CA","This position is open as of 10/18/2016. Director of Analytics - Analytics, PhD, Quantitative Consulting We're a fast-paced, growing, and a downright cool Technology Company with tons of upside. We keep growing... and growing... and growing; hence, the nee...","[ 100 ,  200]",Y,San Francisco,CA,100000.0,200000.0,150000.0
718,Sr. Product Manager- VC Backed & Well-Funded Healthcare Startup!,CyberCoders,"San Francisco, CA","This position is open as of 10/18/2016. Sr. Product Manager- VC Backed & Well-Funded Healthcare Startup! If you are a Senior Product Manager with 5+ years of proven Product Management and Developement experience with SaaS or enterprise software products,...","[ 100 ,  160]",Y,San Francisco,CA,100000.0,160000.0,130000.0
719,Data Scientist - 50% Client site- 50% work from home!,CyberCoders,"Schaumburg, IL","This position is open as of 10/18/2016. Data Scientist - 50% Client site- 50% work from home! If you are a Data Scientist with a desire to have a highly creative client facing role, please send me a resume and read on! Our Big Data Analytics firm was foun...","[ 150 ,  200]",Y,Schaumburg,IL,150000.0,200000.0,175000.0
720,Data Warehouse Analyst,Robert Half Technology,"Washington, DC","Ref ID: 04510-0008878026 Classification: Database Analyst Compensation: $100,000.00 to $130,000.00 per year Our client seeks a Data Scientist for a full time opportunity in Washington, DC: The Data Scientist will lead efforts for gathering and analyzing d...","[ 100 ,  130]",Y,Washington,DC,100000.0,130000.0,115000.0
721,Software Engineer,,"Washington, DC, MD","Acquisition Technologies, Inc., aVirginia based Engineering and Management solutions firm is currently seeking SoftwareEngineers to support NASA’s EOSDIS Evolution and Development 2 (EED-2) Projectin its mission to provide scientist and other users wit...","[ 75 ,  130]",Y,Washington,MD,75000.0,130000.0,102500.0
722,Senior Data Engineer - Streaming Analytics,CyberCoders,"Alexandria, VA","This position is open as of 10/18/2016. Senior Data Engineer - Streaming Analytics Leveraging 25 years of leadership in sensor technology, we are pioneering sensor analytics solutions that create operational intelligence from the Internet of things. Apply...","[ 75 ,  160]",Y,Alexandria,VA,75000.0,160000.0,117500.0
723,Data Scientist,CyberCoders,"Chicago, IL","This position is open as of 10/18/2016. Data Scientist - work 50% remote, 25% on projects you choose! Are you attracted to a role where you can work remote 50% of the time and pick your own data science project 25% of the time? This role is 50% teaching (...","[ 120 ,  150]",Y,Chicago,IL,120000.0,150000.0,135000.0
724,Jr. Scientist - Biotech Manufacturing,Staffing Network,"Chicago, IL","Manufacturing Scientist - Biotechnology Looking for candidates with a background in Biology, Microbiology or Chemistry. In this position, you'll be responsible for process development for manufacturing pharmaceutical products in a state of the art laborat...","[ 22.00 ,  24.00]",H,Chicago,IL,45760.0,49920.0,47840.0
725,Data Engineer (ElasticSearch/Kafka) -global eCommerce - Bangkok,,"Chicago, IL",Data Engineer (ElasticSearch/Kafka) - global eCommerce - Bangkok Please note: This role is based in Bangkok and you must be willing to relocate to Thailand if you're interested in this role. Visa and relocation assistance is available. Requirements: * Bac...,"[ 0 ,  100]",Y,Chicago,IL,100000.0,100000.0,100000.0
726,Statistician II,,"Chicago, IL",Fortune 500 Pharmaceutical Client looking to add a Network Engineer to their rapidly growing team. W2 contract only no corp to corp. Description Core Job Responsibilities Responsible for implementing and maintaining the effectiveness of the quality system...,"[ 30.00 ,  37.00]",H,Chicago,IL,62400.0,76960.0,69680.0
727,Tax Manager,CyberCoders,"Chicago, IL","This position is open as of 10/18/2016. Tax Manager - FAS 109 If you are a Tax Manager with 4+ years of experience please read on! Based in Chicago, IL, we are one of the most renown and respected public accounting and consulting companies in the world. W...","[ 100 ,  130]",Y,Chicago,IL,100000.0,130000.0,115000.0
728,Senior Scientist (Proteins),Kelly Scientific Resources,"Chaska, MN","Senior Development Scientist –Southwest Minneapolis, MN Kelly Services is currently seeking a Senior Development Scientist for one of our top clients outside of Minneapolis, MN. This is a direct hire position. As a Senior Development Scientist you will se...","[ 60 ,  65 ]",Y,Chaska,MN,60000.0,65000.0,62500.0
729,Data Scientist- Solutions Architect,CyberCoders,"Atlanta, GA","This position is open as of 10/18/2016. Data Scientist- Solutions Architect If you are a Data Scientist with client facing experience, send me a resume and please read on! Our Big Data Analytics firm was founded by a team of successful startup founders, D...","[ 150 ,  175]",Y,Atlanta,GA,150000.0,175000.0,162500.0
730,Data Scientist / Practitioner,Big Wednesday Digital,"Atlanta, GA","We're Hiring Data Scientists - Practitioner - to join our client in Bangkok, Thailand! Requirements: Do you have what it takes? Able to move to Bangkok, Thailand in the heart of Asia - full relocation and visa provided At least 2 years working as a statis...","[ 55 ,  125]",Y,Atlanta,GA,55000.0,125000.0,90000.0
731,UI Developer (D3.JS),,"Alpharetta, GA","UI Developer (D3.JS) Skills : D3.JS, Love of UI/UX, JavaScript, HTML5, Responsive Web Design, Angular.js (or similar) Pay : Flexible contract rate Duration : 6+ months Location : Alpharetta, GA w/ Telecommute Options (could be remote for non-local candida...","[ 60.00 ,  70.00]",H,Alpharetta,GA,124800.0,145600.0,135200.0
732,Machine Learning Data Scientist,CyberCoders,"San Jose, CA","This position is open as of 10/18/2016. Machine Learning Data Scientist - Cyber Security Startup If you are a Data Scientist with machine learning and big data experience, please read on! They are an innovative, technology driven Cyber Security Startup th...","[ 120 ,  160]",Y,San Jose,CA,120000.0,160000.0,140000.0
733,"Data Scientist Lead - Statistics, Modeling, ML - (140K-170K)",CyberCoders,"Mountain View, CA","This position is open as of 10/18/2016. Data Scientist Lead - Statistics, Modeling, ML - (140K-170K) If you are a Data Scientist Lead - Statistics, Modeling, Algorithms, Machine learning - (140K-170K) with experience, please read on! Located in beautiful...","[ 140 ,  175]",Y,Mountain View,CA,140000.0,175000.0,157500.0
734,Site Operations Engineer,CyberCoders,"San Jose, CA","This position is open as of 10/18/2016. Site Operations Engineer - Control Systems, ERP, Enterprise Ap If you are a Site Operations Engineer with startup/industry experience, please read on! Top Reasons to Work with Us We are a well established company, 4...","[ 85 ,  120]",Y,San Jose,CA,85000.0,120000.0,102500.0
735,Data Scientist,CyberCoders,"Dallas, TX","This position is open as of 10/18/2016. Data Scientist - Machine Learning, SQL, Data Mining If you are a Data Scientist with experience, please read on! Do you enjoy using your talent to break down business challenges into data-driven problems? We are loo...","[ 85 ,  120]",Y,Dallas,TX,85000.0,120000.0,102500.0
736,data scientist,,"Richardson, TX","Job Title: DataScientist Duration: 12+ months Work Location: Dallas TX Job Description: Design data mining solutions to be implemented and executed with alignment to the planned scope and design coverage and needs/uses, leveraging knowledge and a broad u...","[ 100 ,  120]",Y,Richardson,TX,100000.0,120000.0,110000.0
737,Acquisition Marketing Data Scientist,Analytic Recruiting,"Dallas, TX","Acquisition Marketing Data Scientist Seeking Data Scientist to utilize machine learning, advanced analytical and statistical techniques to create statistical models to optimize online marketing spend. Must have knowledge of data mining and statistical ana...","[ 85 ,  95]",Y,Dallas,TX,85000.0,95000.0,90000.0
738,Research Scientist,Medix,"Dallas, TX","Research Scientist This Research Scientist will work in a high performing, cross-functional team with the goal of driving innovation in the development of d esign and perform experiments on the bench-top, in the pilot plant and in full scale manufacturing...","[ 50 ,  70]",Y,Dallas,TX,50000.0,70000.0,60000.0
739,Senior Big Data Developer,Midwest Consulting Group,"Dallas, TX, TX",The primary function of this position is for the development of sophisticated solutions for various initiatives and projects the IT applications department will undertake using Big Data technologies and related platforms. The IT Big Data Senior Developer...,"[ 70.00 ,  75.00]",H,Dallas,TX,145600.0,156000.0,150800.0
740,Support Engineer II - R Programming/Linux Administration,Volt,"Irving, TX",Day-to-Day: This team supports external users. Someone who has a support background will be a bit quicker to get up-to-speed as there is quite a large amount of knowledge and learning required in the role. Knowing how to communicate complex things over th...,"[ 20.00 ,  25.00]",H,Irving,TX,41600.0,52000.0,46800.0
741,Data Warehouse Analyst,Robert Half Technology,"Washington, DC","Ref ID: 04510-0008878026 Classification: Database Analyst Compensation: $100,000.00 to $130,000.00 per year Our client seeks a Data Scientist for a full time opportunity in Washington, DC: The Data Scientist will lead efforts for gathering and analyzing d...","[ 100 ,  130]",Y,Washington,DC,100000.0,130000.0,115000.0
